id_,year,abdefect,abnomore,abhlth,abpoor,abrape,absingle,abany,realinc,racecen1,relig,spkmslm,spkhomo,childs,age,educ,sex,partyid,spkath,spkrac,spkcom,spkmil,sexnow
1,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,131676.6906,White,None,"Yes, allowed",Allowed,3,47,16,Male,Independent,Allowed,Allowed,Allowed,Allowed,Not applicable
2,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,25740,White,None,Not applicable,Not applicable,0,61,12,Male,"Ind,near dem",Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
3,2016,No,No,Yes,No,Yes,No,No,38610,White,Catholic,Not allowed,Not allowed,2,72,16,Male,Not str republican,Allowed,Allowed,Allowed,Allowed,Not applicable
4,2016,No,No,Yes,No,Yes,No,No,131676.6906,White,Catholic,Not allowed,Allowed,4,43,12,Female,Not str republican,Not allowed,Not allowed,Not allowed,Allowed,Not applicable
5,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,131676.6906,White,None,Not allowed,Allowed,2,55,18,Female,Not str democrat,Allowed,Not allowed,Allowed,Not allowed,Not applicable
6,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,31590,White,None,Not applicable,Not applicable,2,53,14,Female,Not str democrat,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
7,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,131676.6906,White,None,"Yes, allowed",Allowed,2,50,14,Male,Not str republican,Allowed,Allowed,Allowed,Allowed,Not applicable
8,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,15210,Hispanic,Catholic,Not allowed,Allowed,3,23,11,Female,"Ind,near dem",Allowed,Not allowed,Allowed,Allowed,Not applicable
9,2016,No,No,,No,No,No,No,31590,Black or african american,Protestant,"Yes, allowed",Allowed,3,45,12,Male,Strong democrat,Allowed,Allowed,Allowed,Not allowed,Not applicable
10,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,31590,White,None,Not allowed,Allowed,4,71,14,Male,Strong republican,Allowed,Not allowed,Not allowed,,Not applicable
11,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,234,Black or african american,Protestant,Not applicable,Not applicable,5,33,12,Female,Strong democrat,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
12,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,234,White,Protestant,Not allowed,Allowed,4,86,12,Female,Strong republican,Allowed,Allowed,,Not allowed,Not applicable
13,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,4212,Black or african american,Catholic,Not applicable,Not applicable,3,32,12,Male,"Ind,near dem",Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
14,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6435,Black or african american,Protestant,"Yes, allowed",Allowed,5,60,,Female,Strong democrat,Allowed,Allowed,,Allowed,Not applicable
15,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,21060,White,Catholic,Not applicable,Not applicable,7,76,10,Male,Independent,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
16,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,25740,White,Other,"Yes, allowed",Allowed,2,33,13,Female,Independent,Allowed,Allowed,Allowed,Allowed,Not applicable
17,2016,Yes,No,Yes,No,Yes,No,No,25740,White,Protestant,Not allowed,,6,56,13,Male,,Not allowed,Not allowed,Not allowed,Not allowed,Not applicable
18,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2574,Hispanic,Protestant,Not applicable,Not applicable,5,62,10,Female,Strong democrat,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
19,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,17550,Black or african american,None,Not applicable,Not applicable,0,31,18,Male,"Ind,near dem",Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
20,2016,No,Yes,Yes,Yes,Yes,Yes,Yes,12870,Black or african american,Protestant,"Yes, allowed",Allowed,2,43,13,Male,Strong democrat,Allowed,Allowed,Allowed,Allowed,Not applicable
21,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,46800,White,Catholic,Not applicable,Not applicable,0,58,12,Female,Strong democrat,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
22,2016,,,,,,,,21060,Black or african american,None,Not allowed,Allowed,3,32,11,Female,Independent,Allowed,Not allowed,Not allowed,Not allowed,Not applicable
23,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,11115,Hispanic,None,Not applicable,Not applicable,2,23,10,Female,"Ind,near dem",Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
24,2016,No,No,Yes,No,Yes,No,No,31590,White,Catholic,Not allowed,Allowed,2,37,12,Female,Independent,Allowed,,Not allowed,Allowed,Not applicable
25,2016,Yes,No,Yes,No,Yes,No,No,9945,White,Catholic,Not allowed,Allowed,2,25,15,Female,"Ind,near rep",Allowed,Not allowed,Allowed,Allowed,Not applicable
26,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2574,White,Protestant,Not applicable,Not applicable,8,76,3,Female,Strong democrat,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
27,2016,Yes,No,Yes,No,Yes,Yes,,,White,Jewish,Not allowed,Allowed,2,71,19,Male,Strong democrat,Allowed,Not allowed,Allowed,Not allowed,Not applicable
28,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,Black or african american,None,Not applicable,Not applicable,0,22,14,Male,Independent,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
29,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,56160,White,Jewish,Not applicable,Not applicable,2,74,18,Male,Not str democrat,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
30,2016,Yes,No,Yes,Yes,Yes,Yes,Yes,15210,White,Orthodox-christian,Not allowed,Allowed,3,75,12,Female,"Ind,near rep",Allowed,Allowed,Allowed,Allowed,Not applicable
31,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,17550,White,None,Not applicable,Not applicable,0,32,12,Male,"Ind,near dem",Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
32,2016,Yes,No,Yes,No,Yes,No,No,31590,White,Catholic,Not allowed,Allowed,2,68,12,Female,Independent,Allowed,Not allowed,Allowed,Allowed,Not applicable
33,2016,Yes,Yes,Yes,No,Yes,Yes,Yes,74880,White,None,"Yes, allowed",Allowed,3,55,12,Male,"Ind,near rep",Allowed,Allowed,Allowed,Allowed,Not applicable
34,2016,,No,Yes,No,,No,,38610,Black or african american,Protestant,Not allowed,Allowed,1,46,14,Male,Not str democrat,Not allowed,Not allowed,Allowed,Not allowed,Not applicable
35,2016,Yes,No,Yes,No,Yes,No,No,21060,White,Catholic,Not allowed,Allowed,2,58,12,Female,Strong democrat,Not allowed,Not allowed,Not allowed,Not allowed,Not applicable
36,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,46800,White,None,Not applicable,Not applicable,0,35,12,Male,Strong republican,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
37,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,38610,White,Catholic,Not applicable,Not applicable,2,59,16,Male,"Ind,near dem",Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
38,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,56160,White,Protestant,Not allowed,Allowed,2,43,16,Female,Independent,,Not allowed,Allowed,Allowed,Not applicable
39,2016,No,No,No,No,No,No,No,56160,White,Protestant,Not allowed,Allowed,0,58,16,Female,Strong republican,Allowed,Not allowed,Not allowed,Allowed,Not applicable
40,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,15210,White,Jewish,Not applicable,Not applicable,1,79,14,Female,Strong democrat,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
41,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,21060,White,Protestant,Not allowed,Allowed,1,40,12,Female,"Ind,near dem",Allowed,Not allowed,,Not allowed,Not applicable
42,2016,No,No,,No,No,No,No,17550,Hispanic,Catholic,Not allowed,Allowed,2,44,12,Female,Strong democrat,Not allowed,Allowed,Allowed,Allowed,Not applicable
43,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,46800,Chinese,None,Not applicable,Not applicable,2,68,16,Female,Not str republican,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
44,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,15210,White,None,Not allowed,Allowed,0,36,20,Female,Not str democrat,Allowed,Not allowed,Allowed,Not allowed,Not applicable
45,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,6435,White,Jewish,Not applicable,Not applicable,0,70,17,Male,Not str republican,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
46,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,38610,White,None,Not allowed,Allowed,0,28,15,Male,Strong democrat,Allowed,Not allowed,Allowed,Allowed,Not applicable
47,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,Black or african american,Catholic,Not applicable,Not applicable,0,35,16,Female,Not str democrat,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
48,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,25740,Some other race,None,Not allowed,Allowed,0,33,16,Male,"Ind,near dem",Allowed,Not allowed,Allowed,Not allowed,Not applicable
49,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,15210,White,Jewish,"Yes, allowed",Allowed,0,23,17,Male,Independent,Allowed,Allowed,Allowed,Allowed,Not applicable
50,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,56160,White,Protestant,Not applicable,Not applicable,0,47,16,Female,Strong democrat,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
51,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,65520,Chinese,None,Not applicable,Not applicable,0,25,16,Female,Not str democrat,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
52,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,38610,White,Jewish,Not allowed,Allowed,2,70,12,Female,Strong democrat,Allowed,Not allowed,Allowed,Not allowed,Not applicable
53,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,White,Catholic,Not applicable,Not applicable,0,20,13,Male,Not str republican,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
54,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,131676.6906,White,Catholic,Not allowed,Allowed,2,41,19,Male,"Ind,near rep",Allowed,Not allowed,Allowed,Allowed,Not applicable
55,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,White,Catholic,Not allowed,Allowed,3,53,16,Female,Strong republican,Not allowed,Not allowed,Not allowed,Not allowed,Not applicable
56,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,74880,White,Catholic,Not applicable,Not applicable,2,42,16,Female,"Ind,near dem",Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
57,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,38610,White,Jewish,Not applicable,Not applicable,3,40,17,Female,Not str democrat,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
58,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,31590,White,Jewish,Not applicable,Not applicable,2,57,17,Female,Not str democrat,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
59,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4212,White,Jewish,"Yes, allowed",Allowed,2,59,20,Female,Strong democrat,Allowed,Not allowed,Allowed,Allowed,Not applicable
60,2016,,No,Yes,No,Yes,No,No,6435,White,Catholic,Not allowed,Allowed,3,35,10,Female,Strong democrat,Not allowed,Not allowed,,Allowed,Not applicable
61,2016,No,No,,,,,,9945,Black or african american,Protestant,Not allowed,Allowed,0,26,13,Male,Independent,Allowed,Not allowed,Not allowed,Not allowed,Not applicable
62,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,234,Black or african american,Protestant,Not applicable,Not applicable,2,35,12,Male,Independent,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
63,2016,,No,,No,,No,No,4212,Black or african american,Protestant,Dont know,,3,51,12,Female,Independent,Allowed,,,,Not applicable
64,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12870,Black or african american,Protestant,Not applicable,Not applicable,3,39,13,Female,Not str democrat,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
65,2016,No,No,,No,No,No,No,936,Hispanic,Protestant,Not allowed,Allowed,2,27,11,Female,Not str democrat,Not allowed,Not allowed,Not allowed,Not allowed,Not applicable
66,2016,No,No,Yes,No,No,No,No,15210,Hispanic,Catholic,Not allowed,Allowed,2,30,10,Male,Strong democrat,Allowed,Allowed,Allowed,Allowed,Not applicable
67,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,11115,Hispanic,None,Not applicable,Not applicable,2,29,12,Male,"Ind,near rep",Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
68,2016,Yes,No,Yes,No,Yes,No,No,234,Black or african american,None,Not allowed,Allowed,6,39,10,Female,Not str democrat,Allowed,Not allowed,Allowed,Allowed,Not applicable
69,2016,No,No,No,No,No,No,No,,Black or african american,Protestant,"Yes, allowed",Allowed,3,60,11,Female,Strong democrat,Allowed,Allowed,Allowed,Allowed,Not applicable
70,2016,No,No,Yes,No,No,No,No,8775,Hispanic,Catholic,Not allowed,Allowed,4,74,6,Female,Not str democrat,Not allowed,Not allowed,Not allowed,Not allowed,Not applicable
71,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6435,Black or african american,Protestant,Not allowed,Allowed,5,74,10,Female,Not str democrat,Not allowed,Not allowed,Not allowed,Not allowed,Not applicable
72,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,46800,Black or african american,Protestant,Not allowed,Allowed,2,57,14,Female,Strong democrat,Allowed,Not allowed,,Not allowed,Not applicable
73,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,25740,Black or african american,None,Not applicable,Not applicable,1,80,11,Male,Not str democrat,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
74,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,11115,Black or african american,None,Not applicable,Not applicable,4,70,12,Male,Strong democrat,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
75,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,38610,Black or african american,None,"Yes, allowed",Allowed,2,35,18,Female,"Ind,near dem",Allowed,Allowed,Allowed,Allowed,Not applicable
76,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,Black or african american,Catholic,Not applicable,Not applicable,4,49,10,Female,Independent,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
77,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,25740,White,Protestant,"Yes, allowed",Allowed,0,36,20,Female,Not str democrat,Allowed,Not allowed,Allowed,Allowed,Not applicable
78,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,31590,Black or african american,Protestant,"Yes, allowed",Allowed,0,37,18,Female,Strong democrat,Allowed,Allowed,Allowed,Allowed,Not applicable
79,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,131676.6906,White,Protestant,,Allowed,0,78,19,Female,Strong democrat,Allowed,Allowed,Allowed,Allowed,Not applicable
80,2016,,,,,,,,,Black or african american,None,,Allowed,0,41,12,Male,,Allowed,Allowed,,,Not applicable
81,2016,Yes,No,Yes,Yes,Yes,No,No,131676.6906,Chinese,None,Not allowed,Allowed,2,42,14,Male,Not str democrat,Allowed,Allowed,Allowed,Allowed,Not applicable
82,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,31590,White,None,Not allowed,Allowed,1,35,14,Female,Other party,Allowed,Allowed,Not allowed,Allowed,Not applicable
83,2016,Yes,No,Yes,No,Yes,No,No,74880,White,Catholic,"Yes, allowed",Allowed,1,33,16,Male,"Ind,near rep",Allowed,Allowed,Allowed,Allowed,Not applicable
84,2016,,Yes,Yes,No,Yes,Yes,Yes,74880,White,Catholic,Not allowed,Allowed,3,44,12,Male,"Ind,near rep",Allowed,Allowed,Allowed,Allowed,Not applicable
85,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,31590,White,Protestant,Not allowed,Allowed,3,41,16,Male,Not str democrat,Allowed,Allowed,Allowed,Allowed,Not applicable
86,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,21060,White,None,"Yes, allowed",Allowed,2,52,12,Male,Strong republican,Allowed,Allowed,Allowed,Allowed,Not applicable
87,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,38610,White,Protestant,Not applicable,Not applicable,0,45,16,Female,"Ind,near rep",Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
88,2016,Yes,Yes,Yes,No,Yes,No,No,11115,Hispanic,Catholic,Not allowed,Not allowed,1,41,13,Female,"Ind,near dem",Not allowed,Not allowed,Not allowed,Not allowed,Not applicable
89,2016,No,No,No,No,No,No,No,11115,White,Catholic,Not allowed,Allowed,3,41,12,Female,"Ind,near dem",Not allowed,Not allowed,Not allowed,Not allowed,Not applicable
90,2016,Yes,Yes,Yes,Yes,Yes,No,No,,White,Jewish,Not allowed,,0,68,12,Male,"Ind,near dem",,,,Not allowed,Not applicable
91,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,11115,Black or african american,None,Not applicable,Not applicable,3,57,12,Female,Not str democrat,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
92,2016,Yes,No,Yes,No,Yes,No,No,65520,Black or african american,None,Not allowed,Allowed,3,72,20,Male,Not str democrat,Allowed,Allowed,Allowed,,Not applicable
93,2016,,,,,,,,12870,White,Catholic,"Yes, allowed",Allowed,0,68,19,Male,Independent,Allowed,Allowed,Allowed,Allowed,Not applicable
94,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,46800,White,None,"Yes, allowed",Allowed,0,50,16,Male,"Ind,near dem",Allowed,Allowed,Allowed,Allowed,Not applicable
95,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,65520,White,None,"Yes, allowed",Allowed,0,40,17,Male,"Ind,near dem",Allowed,Allowed,Allowed,Allowed,Not applicable
96,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,25740,White,Protestant,Not applicable,Not applicable,0,58,15,Male,Other party,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
97,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,9945,White,Catholic,Not applicable,Not applicable,0,43,16,Male,Not str democrat,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
98,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,3042,Black or african american,Protestant,Not applicable,Not applicable,0,25,16,Male,"Ind,near dem",Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
99,2016,Yes,No,Yes,Yes,Yes,Yes,Yes,17550,Chinese,None,"Yes, allowed",Allowed,0,33,20,Male,Independent,Allowed,Not allowed,Allowed,Allowed,Not applicable
100,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,131676.6906,White,None,"Yes, allowed",Allowed,0,27,16,Male,"Ind,near dem",Allowed,Allowed,Allowed,Allowed,Not applicable
101,2016,Yes,Yes,Yes,Yes,Yes,No,Yes,25740,Black or african american,Protestant,Not allowed,Allowed,2,58,16,Female,Not str democrat,Allowed,Allowed,Allowed,Allowed,Not applicable
102,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,56160,White,Catholic,Not applicable,Not applicable,4,66,12,Female,"Ind,near dem",Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
103,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,936,White,Catholic,"Yes, allowed",Allowed,0,66,12,Male,"Ind,near dem",Allowed,Allowed,Not allowed,Allowed,Not applicable
104,2016,Yes,No,Yes,No,Yes,,Yes,,White,Catholic,Not allowed,Allowed,2,89,12,Female,"Ind,near dem",Allowed,Not allowed,Not allowed,Not allowed,Not applicable
105,2016,Yes,No,Yes,Yes,Yes,No,No,31590,Hispanic,Catholic,"Yes, allowed",Allowed,2,29,14,Female,"Ind,near dem",Allowed,Allowed,Allowed,Allowed,Not applicable
106,2016,No,No,No,No,,No,No,6435,White,Catholic,Not allowed,Not allowed,0,89,8,Female,Strong democrat,Not allowed,Allowed,Not allowed,Not allowed,Not applicable
107,2016,No,No,Yes,No,Yes,No,,15210,White,Catholic,"Yes, allowed",Allowed,0,78,12,Female,Not str democrat,Not allowed,Not allowed,Allowed,Allowed,Not applicable
108,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5265,White,Catholic,Not allowed,Allowed,3,52,12,Female,Strong democrat,Allowed,Not allowed,Not allowed,Allowed,Not applicable
109,2016,Yes,No,Yes,No,Yes,No,No,6435,White,Catholic,Not allowed,Allowed,0,50,11,Male,Independent,Allowed,Allowed,Not allowed,Not allowed,Not applicable
110,2016,No,No,Yes,No,Yes,No,No,17550,White,Protestant,"Yes, allowed",Allowed,1,25,16,Female,Strong republican,Allowed,Allowed,Allowed,Allowed,Not applicable
111,2016,Yes,No,Yes,,Yes,No,No,65520,White,Catholic,Not allowed,Allowed,2,37,16,Male,"Ind,near dem",Allowed,Not allowed,Allowed,Allowed,Not applicable
112,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,White,Jewish,Not allowed,Allowed,2,54,16,Female,Not str democrat,Not allowed,Not allowed,,Allowed,Not applicable
113,2016,,,,No,,,,,Other asian,Moslem/islam,Not allowed,Not allowed,3,52,14,Male,Strong democrat,Not allowed,Allowed,,Allowed,Not applicable
114,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,131676.6906,White,Catholic,Not applicable,Not applicable,0,48,14,Male,Not str republican,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
115,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,Other asian,Hinduism,Not applicable,Not applicable,0,32,20,Female,Not str democrat,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
116,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,234,White,Protestant,Not allowed,Allowed,0,29,17,Female,Other party,Allowed,Not allowed,Not allowed,Not allowed,Not applicable
117,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,56160,White,Jewish,"Yes, allowed",Allowed,3,75,19,Female,Not str democrat,Allowed,Allowed,Allowed,Allowed,Not applicable
118,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,131676.6906,White,Catholic,Not applicable,Not applicable,0,59,19,Female,"Ind,near dem",Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
119,2016,,Yes,Yes,Yes,Yes,Yes,Yes,38610,White,Jewish,"Yes, allowed",Allowed,2,81,13,Male,Not str democrat,Allowed,Allowed,Allowed,Allowed,Not applicable
120,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,White,Catholic,Not applicable,Not applicable,3,69,12,Female,Not str republican,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
121,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,131676.6906,White,Protestant,Not allowed,Allowed,2,55,18,Female,Not str democrat,Allowed,Not allowed,Allowed,Not allowed,Not applicable
122,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,38610,White,Catholic,"Yes, allowed",Allowed,0,52,15,Female,"Ind,near rep",Allowed,Allowed,Allowed,Allowed,Not applicable
123,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,White,Catholic,"Yes, allowed",Allowed,1,33,16,Female,Other party,Allowed,Allowed,Allowed,Allowed,Not applicable
124,2016,Yes,No,Yes,No,Yes,No,No,131676.6906,White,Catholic,Not allowed,Allowed,2,56,12,Male,Not str republican,Not allowed,Not allowed,Not allowed,Allowed,Not applicable
125,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,46800,White,None,Not applicable,Not applicable,2,71,16,Male,Independent,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
126,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,131676.6906,White,Catholic,Not applicable,Not applicable,0,21,15,Male,Not str republican,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
127,2016,Yes,No,Yes,No,Yes,No,No,65520,White,Catholic,Not allowed,Allowed,3,49,12,Female,Not str democrat,Allowed,Not allowed,Not allowed,Not allowed,Not applicable
128,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,131676.6906,White,Protestant,"Yes, allowed",Allowed,0,26,16,Male,Not str republican,Allowed,Allowed,Allowed,Allowed,Not applicable
129,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,31590,White,Catholic,Not applicable,Not applicable,0,33,16,Female,Strong democrat,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
130,2016,No,No,Yes,No,Yes,No,Yes,56160,White,Catholic,"Yes, allowed",Allowed,0,36,20,Male,Not str republican,Allowed,Allowed,Allowed,Allowed,Not applicable
131,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,31590,Black or african american,Protestant,Not applicable,Not applicable,0,68,12,Male,Strong democrat,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
132,2016,Yes,Yes,Yes,No,Yes,No,Yes,31590,Black or african american,Catholic,Not allowed,Allowed,2,27,16,Female,Not str democrat,Allowed,Allowed,Allowed,Allowed,Not applicable
133,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6435,Black or african american,Christian,Not allowed,Allowed,1,60,14,Female,Strong democrat,Not allowed,Not allowed,Not allowed,Allowed,Not applicable
134,2016,Yes,No,Yes,No,Yes,No,No,25740,White,Jewish,"Yes, allowed",Allowed,0,48,12,Male,Not str republican,Allowed,Allowed,Not allowed,Allowed,Not applicable
135,2016,Yes,Yes,Yes,Yes,Yes,Yes,No,25740,Black or african american,Protestant,"Yes, allowed",Allowed,3,47,12,Female,"Ind,near dem",Allowed,Allowed,Allowed,Allowed,Not applicable
136,2016,Yes,No,Yes,No,Yes,No,No,,White,Catholic,Not allowed,Allowed,0,36,14,Female,"Ind,near dem",Allowed,Not allowed,Allowed,Allowed,Not applicable
137,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,7605,White,Protestant,Not applicable,Not applicable,2,89,12,Female,Not str democrat,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
138,2016,Yes,Yes,Yes,No,Yes,No,No,6435,White,Protestant,Not allowed,Allowed,2,64,12,Female,"Ind,near rep",Allowed,Not allowed,Allowed,Allowed,Not applicable
139,2016,Yes,No,Yes,No,Yes,No,No,74880,White,None,Not allowed,Allowed,0,38,16,Female,Independent,Allowed,Allowed,Allowed,Allowed,Not applicable
